index,distance,label
1559,0.718376554648608,1
1623,0.7756956060174374,1
1626,0.7982833739009202,1
4746,0.8380193384328883,0
3903,0.8563129353968967,1
659,0.8570256807906959,0
3020,0.8646637950472572,0
3353,0.8742169597390594,0
1658,0.879107717314152,0
1639,0.8817382327671986,1
3603,0.8839133476701511,0
1542,0.8843853900583343,1
2818,0.8844019447352884,0
1199,0.8844806951838873,0
2956,0.8853361546511304,0
4042,0.8871531844943706,0
3099,0.8920292414223377,0
598,0.8943894928309383,0
1887,0.8960551473325928,0
941,0.8962110391594971,0
