index,distance,label
1591,0.7438574443368519,0
1372,0.7458176924640205,0
2794,0.7555077796444742,0
4647,0.7557222623143991,0
3218,0.7585015449679908,0
4970,0.7593151213571045,0
1884,0.7616917388769834,0
3603,0.7620994819357476,1
3655,0.7623939761413678,0
3837,0.7666267348723468,0
4314,0.7685554936300227,0
386,0.771733612785233,1
3514,0.7787430239536858,0
395,0.7793771874590295,1
1315,0.7809316474703978,0
1055,0.7811179909453213,0
934,0.7820223917764636,0
608,0.7837414025423849,0
4338,0.7855312098304166,0
3216,0.7865126993230863,0
