index,distance,label
4499,0.47446975430856364,1
4607,0.49721200025661993,1
4617,0.49977509940251136,1
3987,0.5119882342301897,1
3872,0.5164878328827432,1
4624,0.5167215720891325,1
4629,0.5173635083978694,1
4540,0.5174891287077407,1
4733,0.5189778806106466,1
4744,0.5193558602118438,1
4530,0.5250774711537147,1
4716,0.5258935156612168,1
4757,0.5317185780966913,1
4643,0.5321173199886851,1
4631,0.5327889297854973,1
4524,0.5385522404888676,1
499,0.5412998571958687,1
4700,0.5503445153551427,1
4539,0.5508177860016953,1
4759,0.5512242419746499,1
