index,distance,label
4759,0.4771855375870814,1
4711,0.5319893957756058,1
542,0.5332528092068134,1
2793,0.5504382334572963,0
91,0.5528928499595698,0
3987,0.5607295738810798,1
4497,0.5636917690006503,1
4716,0.5646280457250846,1
4744,0.5650372901668447,1
4617,0.5689516963384983,1
4066,0.5712336352731018,1
3439,0.5714568971524947,0
2124,0.5734480572793236,0
2093,0.5742996427983952,0
2841,0.5787987584127634,0
4628,0.5802363314817911,1
4702,0.58413328734757,1
499,0.5855936040978149,1
4530,0.5858751574704402,1
4286,0.5880871694358748,1
