index,distance,label
1027,0.5912417879572737,1
3563,0.5919393621101205,1
4167,0.5955093222507718,0
1199,0.6234701511768971,1
827,0.6346087802538576,1
1003,0.6405930410774032,1
1970,0.6428575981595018,0
877,0.6492365740480673,0
658,0.6497970694748868,0
915,0.6578190321782257,1
813,0.6587069502540556,1
843,0.6674070790120823,1
3463,0.6681706769159584,0
4007,0.6728600027027603,1
4042,0.6736058408463591,1
719,0.6743257746165355,1
1055,0.6746572643010317,0
2005,0.6761073452160992,0
1220,0.6762298738491797,1
958,0.6827324585007835,1
