index,distance,label
4409,0.36581756811031174,1
4452,0.4897022116433723,1
2230,0.4909744475577306,0
575,0.49770413700775873,0
47,0.5033903993017481,0
1372,0.5114157741942552,0
3733,0.5157561776863197,0
3023,0.5207675030104855,0
4478,0.5226219558142798,1
931,0.5234106623761029,0
1020,0.5306446779337085,0
3514,0.5313407399806437,0
1970,0.5347360239962835,0
623,0.5359257398817893,0
386,0.5380742148400991,0
5059,0.5420025798998969,0
651,0.5485371778982241,0
3359,0.5488677259779402,0
4040,0.5526698931679332,0
841,0.555226176361431,0
