index,distance,label
4452,0.15005696953808412,1
4478,0.4939743683875511,1
2230,0.5326231295235229,0
3514,0.5328442498326359,0
47,0.5395225993478703,0
4409,0.5454593888796087,1
3415,0.552975478768755,0
867,0.5613498527780004,0
1144,0.5642950674874897,0
91,0.5655061464046243,0
3023,0.566061275573698,0
3359,0.5682410633322668,0
841,0.5688289371566991,0
2059,0.5711010887993662,0
1372,0.5731361608636608,0
2914,0.5746598610144851,0
4290,0.5769932455765733,0
639,0.5779867117429353,0
2405,0.5781892424137741,0
1020,0.5820192314482328,0
