index,distance,label
497,0.6470721500608807,0
3514,0.6540302072845061,0
669,0.6591134275065235,0
3216,0.6592924782299616,0
566,0.6619661743673275,0
1372,0.670971466974984,0
1842,0.6730631545009218,0
621,0.6766269709901288,0
465,0.6775992537211312,0
639,0.6786346570774625,0
677,0.6807077233375807,0
4290,0.6823046894598597,0
4478,0.6835646242218081,0
734,0.6836950017920518,0
595,0.6839293183149592,0
99,0.6854081380044432,0
651,0.6856976282552061,0
4647,0.6859803334250794,0
91,0.6860932862588998,0
3913,0.6868259151679986,0
