index,distance,label
147,0.9002912214935987,1
284,0.9068215481042766,1
309,0.9123917267924695,1
945,0.9185739475142711,0
287,0.9274376212859821,1
4970,0.9361784940008435,0
133,0.9382221002596771,1
4153,0.9394172627524656,0
1372,0.9395714522819676,0
3303,0.9408009598587763,0
1055,0.9416907021275553,0
1158,0.9463811742112154,0
4818,0.9470801134113962,0
3087,0.9471736743612469,0
3833,0.9473409546466252,0
134,0.9475993387834888,0
3943,0.948510869704784,0
3100,0.9487001133421465,0
135,0.9488985436940724,1
2932,0.9492583123766629,0
