index,distance,label
99,0.6566363892488621,1
497,0.6598776549401257,0
3216,0.6655194796239743,0
97,0.6754136980413495,1
3359,0.6870943832723148,0
1372,0.691846963464159,0
1892,0.6946166343809547,0
474,0.6957244194960481,0
1938,0.7022515090631172,0
1,0.7033890887213918,1
651,0.706932468670862,0
125,0.7070136144862058,1
841,0.7076069755808578,0
127,0.7076839033966449,1
3439,0.7086577515489324,0
1531,0.71066079255608,0
1842,0.714785942233631,0
3733,0.7148385504081595,0
91,0.7162091714259645,1
3837,0.7169302373420616,0
