index,distance,label
455,0.6900022608129617,1
3603,0.7214041985441701,1
787,0.7301680768937003,0
3218,0.7348171644130596,0
3655,0.7360171519829257,0
934,0.7421750088154693,0
1010,0.7434399395286149,0
861,0.7457407416018469,0
3039,0.7550937988853991,0
4328,0.7555606542664486,0
1095,0.7582586333287458,0
878,0.7588514481577768,0
1884,0.7593390784761757,0
3514,0.7672439309259765,0
4314,0.7683662741646301,0
736,0.7709930204094554,0
23,0.774441660154494,0
386,0.7748263621950408,1
1055,0.7770653986893455,0
1372,0.7790189453021239,0
