index,distance,label
2382,0.4694703649464799,1
461,0.5744625538759152,1
1309,0.5836099436190848,1
3012,0.7104969995516757,1
1318,0.7552199984583887,1
3260,0.776214851412146,1
3839,0.7898041611652943,1
1325,0.8033841658495977,1
4345,0.8291515480606003,1
1332,0.8298307323514111,1
3169,0.8483985866119198,1
3255,0.8572758049255987,1
1315,0.8591612102749395,1
3351,0.8686646605788533,1
4161,0.877850615945643,0
1301,0.8797968650718414,1
1333,0.8867958995743002,1
1320,0.8908170034123228,1
670,0.891214154499725,0
992,0.8937701349866395,0
