index,distance,label
1027,0.6581836851810065,1
800,0.661077604340738,1
1030,0.6700931714472694,1
3308,0.6836005232143606,0
981,0.6980968965966109,1
4007,0.6982296904741534,1
950,0.7020032939439169,1
3854,0.7063742247414037,0
733,0.7096161796273072,1
4055,0.7171025581897628,1
4232,0.7195549022717783,0
1114,0.7220995866199742,1
2254,0.7250779717970718,0
860,0.7302005696006253,1
7,0.7471203160832024,0
4894,0.7478525514973856,0
1003,0.7478734633246668,1
1234,0.7499648577015057,1
4963,0.7542908274587762,0
4071,0.7558625526770495,0
