index,distance,label
1885,0.5571885516787962,0
1970,0.5861090827876285,0
4478,0.5863054787726715,1
4452,0.5875421269673481,1
2230,0.5968360829588483,0
2433,0.6069546945034292,0
2005,0.6090759035664581,0
47,0.6133032322368964,0
3698,0.6153199791672387,0
3023,0.6169246302873249,0
1887,0.6190009156318397,0
3135,0.6196694732119479,0
1639,0.6222996129796838,0
3514,0.6237645770454293,0
4409,0.6260198917656228,1
1020,0.6262437215692858,0
2794,0.6318654698197111,0
1573,0.6323915590379953,0
1199,0.6370057596081686,0
926,0.6382837670338685,0
