index,distance,label
4617,0.30664422820707193,1
4733,0.31180011183657547,1
4759,0.34821597349783184,1
499,0.36335463663656953,1
4631,0.36720601556897287,1
4643,0.3860307752948028,1
518,0.38840235204522283,1
4286,0.3899833020081923,1
4544,0.3987447531032406,1
4566,0.4015427991116555,1
4700,0.41913444290602436,1
4600,0.43094111432802124,1
4519,0.4389709005905006,1
4730,0.4407585496180294,1
4552,0.4437642901496022,1
4534,0.4654598328951913,1
3816,0.47081694965389065,1
666,0.4708667935790224,1
4710,0.47221024570228043,1
4756,0.4722702393420543,1
