index,distance,label
1309,0.47685585409919834,1
2382,0.5375080086223306,1
461,0.649313951245482,1
1318,0.7346370183700616,1
3260,0.7521608777688442,1
3012,0.7558891299409458,1
1315,0.7832099891990133,1
1626,0.7933221148163306,0
4746,0.8071327947886882,0
3351,0.8077433543791628,1
3169,0.8224911536599616,1
4136,0.8262104824056303,0
1325,0.8264986859808203,1
4775,0.8293787128527893,0
3903,0.8295644140179316,0
941,0.8304553748740978,0
670,0.8315332284104908,0
1573,0.8336428134994935,0
2243,0.8340385749614907,0
3020,0.8342443968037229,0
