index,distance,label
1372,0.7046524962035926,0
3303,0.7132922681804946,0
4038,0.7324168948902571,0
5055,0.7334055022866903,0
651,0.7443073022667339,0
284,0.7477560620314428,1
3287,0.7525525460887228,0
3100,0.7539969247268302,0
595,0.7560055116689581,0
4647,0.7560143402138526,0
4153,0.7563100023142946,0
4214,0.756488931853905,0
623,0.7635382842484593,0
4818,0.7641395664147855,0
1055,0.7651470164767398,0
4290,0.7665504909857747,0
669,0.7701991472908353,0
3913,0.7703135654386593,0
3216,0.7743297666804232,0
482,0.7766948260759284,0
