index,distance,label
534,0.6561991114846878,1
2190,0.7208586482543642,0
3882,0.8180901742443967,1
941,0.8225833050398563,0
515,0.8287308861888781,0
1673,0.8316555384196673,0
1973,0.8384058063202747,0
2817,0.840706671013657,0
633,0.8411470093524774,0
553,0.8411683992540187,0
287,0.8426065424487065,0
2930,0.8467936657230921,0
1001,0.8473316864418289,0
617,0.8493787808940982,0
540,0.8512963980295525,0
3495,0.8537867471950441,0
3926,0.8539283891921056,0
646,0.8546883223024717,0
134,0.8551212673779418,0
3020,0.8569304694097,0
