index,distance,label
4542,0.4181851478713611,1
4673,0.49084081779300587,1
4520,0.5230968716885395,1
4606,0.527343135420813,1
4734,0.5526293608886524,1
4614,0.5588032563944156,1
3208,0.5589377039956109,1
4524,0.5676442932947158,1
4612,0.5705981786151914,1
4677,0.571149433749257,1
4521,0.575687389161765,1
3987,0.57908556189015,1
4689,0.5815201987557153,1
4744,0.5826140339302827,1
4515,0.5837073315176485,1
4565,0.5845028546006921,1
4720,0.5852318567289078,1
4506,0.5896607738167561,1
4530,0.5981479989429305,1
4572,0.5991854068918185,1
4562,0.5997351611314456,1
4576,0.6031050195896056,1
4711,0.6035757407210246,1
4678,0.605176048052698,1
3865,0.6100783581188284,1
4539,0.6106915766885429,1
4693,0.6141458807538127,1
4540,0.6145170745603675,1
596,0.6166389854831024,1
4525,0.6234323663999494,1
4708,0.6236586405178791,1
4629,0.6260934155076991,1
4066,0.6264134346303095,1
4716,0.6308678560303196,1
4551,0.635747896634794,1
4609,0.6377439465875709,1
4742,0.6383469864802903,1
4507,0.6401635257551644,1
4666,0.6403597882164245,1
4598,0.6408516419843653,1
4585,0.6410175443562622,1
4556,0.6445421249502852,1
4500,0.6459014261163485,1
4635,0.6486425600738319,1
666,0.6502715166134123,1
1618,0.6504793316481398,1
4774,0.6505751416085114,1
4624,0.6561126550820475,1
4702,0.6576735668644346,1
4559,0.6583028863499059,1
4574,0.6584939583468606,1
4757,0.6600200211895558,1
4497,0.6601202268137576,1
555,0.6613982660530454,1
3350,0.6629747109495823,1
4733,0.6637164790860556,1
4695,0.6642870079681877,1
4623,0.6643462930806864,1
4621,0.6644741819164993,1
4618,0.6671038123106874,1
4514,0.6678135060397865,1
4511,0.6685710330095673,1
4503,0.6696781904428495,1
4508,0.6717324465125671,1
4701,0.6718294191041004,1
618,0.6733972590782246,1
4710,0.6742379202538292,1
3730,0.6756402768323577,1
4700,0.6778009262349781,1
3872,0.6782336679720865,1
4686,0.6786209147504869,1
4498,0.6786436608037577,1
4286,0.6786725968682936,1
4616,0.6792588052334465,1
4600,0.6799485198799089,1
4569,0.680242849970534,1
3319,0.6822779799013463,1
4550,0.6836427815389682,1
4608,0.6836564907997914,1
4631,0.6837817706237941,1
4555,0.6840450809214859,1
4643,0.6842121237256656,1
4571,0.684551813233125,1
4519,0.6847084539158492,1
4552,0.6851789474296719,1
4594,0.6852513039266817,0
4588,0.6852764234843959,1
4730,0.6869862929729894,1
499,0.6870202454043468,1
4142,0.6873359389728887,1
4756,0.6877567379367348,1
4578,0.6878292219140937,1
4501,0.6889656536580319,1
4726,0.6892282295353905,1
4518,0.6894961501410515,1
4599,0.6896138232301408,1
4288,0.6898126765364108,0
4745,0.6899619381921246,1
4628,0.6924486636514324,1
4615,0.6943682919612887,1
4759,0.6946425380224593,1
4544,0.696055897093341,1
4735,0.6961685482170563,1
3256,0.6965137797430431,1
4566,0.6971425787840014,1
4675,0.6971428779285161,1
4504,0.698139266842656,1
4636,0.6985022165129499,1
4548,0.6988004831609448,1
565,0.6988367448442827,1
4721,0.7013882024356597,1
3812,0.7033818247916364,0
518,0.7038141028314912,1
4605,0.7038592971277347,1
4750,0.7039295319561889,1
3816,0.7050312062559198,1
3120,0.7055936434436338,1
4668,0.7057477133777759,1
4762,0.705972746939948,1
4699,0.7077094759927176,1
4770,0.7094008917104366,1
4505,0.709475743325013,1
601,0.7099031240619651,1
4723,0.7140297786780753,1
3144,0.7141592592788711,0
4216,0.7149809908792297,0
4535,0.7165074919856158,1
4210,0.716717900263873,1
4741,0.7169759370453512,1
4545,0.7173545773139329,1
4725,0.717398308103828,1
4768,0.7185324494775919,1
4613,0.7197854273959308,1
4321,0.721296321309315,1
4751,0.7228249009891402,0
2965,0.7231352731241538,0
4617,0.7233988786884908,1
4581,0.7236453000470819,1
4737,0.7238877822546272,1
4739,0.7240271925868784,1
4177,0.724468092474709,1
4583,0.726045797966144,1
4516,0.7274976209078683,1
4672,0.7279889624035476,1
4705,0.728859646618908,1
4634,0.7288890033690971,1
4526,0.7319002783463029,0
4763,0.7339705196529455,1
4667,0.7342668800795387,1
3189,0.7344658417030394,1
4729,0.7388817395790954,1
109,0.7393247266188534,1
3083,0.7407756386682544,0
11,0.7414502485119964,0
3589,0.7417572693495303,0
4496,0.7423933979836034,1
4642,0.7425803583014464,1
3238,0.7431308635841503,0
542,0.7447655266245383,1
4499,0.7451274691640843,1
4190,0.7458263947285173,0
4719,0.7459229470163616,1
4557,0.7460421356864437,1
4529,0.7469102129274293,0
4534,0.7476595305331083,1
4766,0.7477129343420095,0
4736,0.7478092032963505,1
3549,0.7485274280437966,1
4732,0.7494148409037817,0
3099,0.7504887917210677,0
4681,0.7527695013569351,1
4690,0.7527966836022986,1
4706,0.7529853941367031,1
3960,0.7537188629389517,0
948,0.7537978240423459,0
533,0.7538496759670595,1
4567,0.7539259967817623,1
