index,distance,label
4441,0.4132977204256293,1
4424,0.5210185675819782,1
926,0.5520135257021738,0
1607,0.5548412061918078,0
87,0.5644384770604683,0
1218,0.5764551100628064,0
2225,0.5797324046431106,0
3754,0.5803064028739064,0
1970,0.5818778185746978,0
639,0.585229872676155,0
1021,0.5904882868790668,0
6,0.5915453437524238,0
1055,0.5943217934188063,0
734,0.5958730333894181,0
2005,0.5980458590073476,0
4409,0.5997348733976592,1
2314,0.6046048681607556,0
1054,0.6056224652827307,0
3137,0.6057027285833589,0
25,0.6089685949114568,0
