index,distance,label
1234,0.5846807437556018,1
800,0.5963476772118486,1
860,0.6078603988314919,1
1114,0.6393581644919721,1
950,0.6416206809867079,1
4232,0.6480168622091784,0
4007,0.6497224632729524,1
4042,0.6517411240806171,1
733,0.6529646552474573,1
1030,0.6549994596394151,1
981,0.6561706176672175,1
909,0.6626025842821684,1
1189,0.6722447183859176,1
4055,0.6741582420680722,1
504,0.6807277838581696,0
4449,0.6868535307148913,0
4963,0.6890520865151788,0
1024,0.6985033312402844,1
1003,0.7027229595270877,1
2818,0.7036914645721978,0
