index,distance,label
1242,0.9147158766231797,1
1271,0.9402646798865676,0
3958,0.9472177571204629,0
455,0.9519163343857668,0
2809,0.9544355939836275,0
2957,0.9553834519576991,0
3353,0.9563271376990207,0
3101,0.9628650965539333,1
3556,0.984056765645721,0
4248,0.9852900399428456,0
1673,0.9895659077364984,0
3634,0.993460594318735,0
1325,0.9961021953060157,0
4120,0.9991139378286089,0
2038,0.9993716444484321,0
4968,0.9999601690630335,0
2789,1.0027735587027218,0
581,1.0078704908535505,0
3001,1.010345975608629,0
1296,1.0104629025775862,0
