index,distance,label
1027,0.47727442924585806,1
827,0.48169638104701373,1
915,0.5477072338345463,1
1003,0.5818335297518574,1
950,0.5926246927283931,1
800,0.5933729824118571,1
1970,0.5951137440252323,0
4007,0.5980297153969854,1
4042,0.6058911350273674,1
4055,0.6140361260123778,1
2005,0.623355976361059,0
1030,0.633194187015308,1
4167,0.633714887717263,0
733,0.6350202938140247,1
1199,0.6449473602155473,1
87,0.6459597598557043,0
3563,0.6495012715670878,1
1054,0.6531334437425008,0
813,0.6564587627243861,1
6,0.6589814253734129,0
