index,distance,label
1623,0.5707509350945535,1
1542,0.5926477233004103,1
1626,0.613032563558652,1
1639,0.6159508193048157,1
1573,0.6767812340233834,0
1559,0.677995719780189,1
3903,0.6795389064553861,1
1199,0.6803882914560813,0
3020,0.6815404045236314,0
4167,0.6852378323893583,0
3099,0.6853069156241519,0
395,0.6875065672376993,0
3514,0.6879485346658697,0
2433,0.689705168920256,0
3563,0.6909308795579283,0
4409,0.694821674851638,0
958,0.6955559879142961,0
3238,0.6957843937943242,0
4042,0.6959791181324877,0
734,0.6963284712660697,0
