index,distance,label
3130,0.7421744369983695,1
3101,0.7530266765075521,1
3802,0.7632999994576743,0
4900,0.7889644937137225,0
1371,0.8032068218072921,0
546,0.8184929822555184,0
1254,0.829653249923731,1
1242,0.837600091615405,1
2222,0.8765937496581047,0
1351,0.8802953414188305,0
2951,0.8852851797203313,0
1353,0.8870965242561508,0
338,0.8935787939718691,0
68,0.8936865884541111,0
2929,0.8937612213757063,0
1389,0.894894091231767,0
1231,0.8958870167550038,0
1290,0.8964467066536801,1
3831,0.8983236295202268,0
522,0.9002593199258316,0
