index,distance,label
2467,0.8938139686541047,0
17,0.9013143212718331,0
3755,0.9041556264098907,0
2151,0.9189333599345861,0
658,0.9243863747965719,0
26,0.9254235963037588,0
2415,0.9259059409662518,0
3186,0.9285310215071837,0
45,0.9342492152624535,0
3215,0.9348745659309516,0
481,0.9368211461770016,0
4063,0.9372398724344635,0
545,0.9392753052975092,0
2006,0.9401037157082175,0
895,0.9409145022781055,0
1048,0.941147522231412,0
135,0.9430582413198594,1
521,0.9438075151566206,0
3025,0.9441192254355526,0
3846,0.9447666236333665,0
