index,distance,label
1626,0.5063709233598337,1
1623,0.6147914177611191,1
3903,0.6186980319926579,1
3020,0.6680393141682941,0
3926,0.6918030848739298,0
2792,0.6957607994413059,0
4162,0.720027372989879,0
941,0.7253765252403098,0
1639,0.726134183159025,1
4304,0.7299959137206534,0
1593,0.7356474101207578,0
3135,0.7372945159914917,0
633,0.7395461699055504,0
4746,0.7399587561174396,0
901,0.7424698731435059,0
617,0.7434953460593444,0
4409,0.7473675302123215,0
497,0.7505013191787188,0
1842,0.750648194142378,0
1175,0.7512611513444072,0
