index,distance,label
4733,0.3943087451990901,1
4544,0.4027714417053008,1
4617,0.4069466561999426,1
4759,0.413847841124994,1
518,0.4175346602744449,1
499,0.44199435844302953,1
4566,0.44682938223472846,1
4631,0.4489874203712108,1
4519,0.4551860205897179,1
4701,0.4554039621643583,1
4643,0.46515067124100695,1
4730,0.4661648599815464,1
4600,0.4663591234981681,1
4552,0.4732913885682788,1
4556,0.4777783636403934,1
4286,0.479750276757241,1
4700,0.48235275140821,1
666,0.48288279132902134,1
3816,0.48829706456582095,1
4756,0.48931459950193584,1
