index,distance,label
3601,0.6612485136004622,0
3574,0.6714196299864869,0
1153,0.7043072529497224,0
1095,0.7099591126599037,0
1646,0.7186840225650527,1
4328,0.7256574376033306,0
3138,0.7268171672562364,0
2234,0.7289445211618641,0
841,0.7315138835351888,0
4048,0.7425975240084314,0
836,0.742657001861557,0
914,0.7509155275577317,0
2064,0.7530130328461764,0
1018,0.7539540922189143,0
787,0.7544335520565043,0
27,0.7575527165834453,0
1590,0.7592618905670039,0
1061,0.7641559851848421,0
1555,0.7651876067842749,0
934,0.7653128830350773,0
