index,distance,label
11,0.5728981781923058,0
658,0.5971769158041238,0
3083,0.6067963947556058,0
750,0.6099788987838493,0
742,0.6133124442132234,0
2151,0.6138261654076672,1
3960,0.6172524554387477,0
948,0.6261127109659611,0
3238,0.6279819157584009,0
504,0.6291948863145695,0
3186,0.6356359884184931,0
595,0.6398073591491088,0
2152,0.6424740534741422,1
1158,0.6438724045093349,0
4144,0.6451760714266535,0
3846,0.6476733364261069,0
1997,0.6485985906076189,1
481,0.6515448336559311,0
4136,0.6525173312275386,0
3137,0.6590772004697883,0
