index,distance,label
2382,0.7024640755299728,1
1309,0.7415679019581256,1
3839,0.7539990747839947,1
461,0.7575031643176429,1
1315,0.760431300613086,1
3012,0.7801395210679407,1
1325,0.7887366180982445,1
3260,0.7928769631718521,1
1318,0.7972460358378356,1
1349,0.7996460840166862,1
4345,0.7997394505212595,1
3169,0.8236879516437213,1
2223,0.8305555204489514,0
287,0.8309988811600286,0
4161,0.8336663941440507,0
726,0.8438312265376413,0
3603,0.8448388778606133,0
4746,0.8469962188196748,0
945,0.8475919827245454,0
3115,0.8485631819018963,0
