index,distance,label
3280,0.7496267274910187,0
386,0.7561560878826666,1
489,0.764874534416821,0
3218,0.7905568124122506,0
2789,0.798319926571831,0
3353,0.8086175153604117,0
3216,0.819732428084206,0
787,0.8227651694309482,0
3142,0.8253721450383021,1
3837,0.8261194680639814,0
1573,0.8289729357432543,0
395,0.829473536031506,1
669,0.8300482550863947,0
3340,0.8303241250913967,0
1055,0.8326157515916579,0
99,0.8338162525117258,0
64,0.8338733681751986,0
1160,0.8341676127738404,0
1542,0.834278312866282,0
1372,0.8354679686639649,0
