index,distance,label
1254,0.8410324550555364,1
3101,0.959664913658303,1
1290,0.9765614052869905,1
1271,0.9934328404861573,0
2038,1.0188934238610852,0
1242,1.0488096802714073,1
1325,1.0584292400169097,0
3130,1.05870210286829,1
1673,1.061974695039874,0
2875,1.0630720080577218,0
2809,1.0657998013360241,0
3802,1.070335819736572,0
3353,1.0715375443007553,0
1916,1.073090525548234,0
4120,1.07433179220071,0
3287,1.0780026524555681,0
3831,1.0783997668591452,0
455,1.078970866119686,0
3122,1.0795574849410983,0
2957,1.080406443840918,0
